Sample ID (Sample number),Sample ID (Acess number from laboratory),Sample ID (Reference sample in the collect),Sample comment,Date/Time (of collecting),Project,Sample method,Latitude,Longitude,Elevation [m a.s.l.] (Relative to mean sea level (m)),"Gravel [%] (Grain size, sieving)","Sdst [%] (Grain size, sieving)","Mudstone [%] (Grain size, sieving/pipette)","Grain size mean [phi] (Grain size, sieving/pipette, ...)","Std dev [±] (Of sample value, Grain size, ...)","Skew (Grain size, sieving/pipette, ...)","Kurt (Grain size, sieving/pipette, ...)","Mode [phi] (1st Mode sample value, Grain ...)","Mode [phi] (2nd Mode sample value, Grain ...)","Mode [phi] (3rd Mode sample value, Grain ...)"
109,2590,FN_P3_FP,Beach face,5/8/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0593,-8.0854,2.6,0.1,99.9,0,1.124,0.465,-0.029,1.035,1.247,,
110,2589,FN_P3_BA,Berm,5/8/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0594,-8.0853,3.79,0,100,0,1.15,0.641,0.06,1.035,1.247,,
111,2588,FN_P3_BNA,Berm,5/8/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0595,-8.0852,4.32,2.1,97.9,0,0.685,0.868,-0.023,0.984,0.747,,
112,2587,FN_P3_E,Landslide,5/8/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0598,-8.085,5.09,0.9,90.5,8.6,1.084,1.562,0.203,1.583,1.247,,
113,2586,FN_P5_FP,Beach face,5/8/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0598,-8.0863,2.52,0.2,99.8,0,0.904,0.667,0.065,0.975,0.747,,
114,2585,FN_P5_BA,Berm,5/8/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0598,-8.0863,3.43,0.1,99.9,0,1.213,0.643,0.035,0.974,1.247,,
115,2584,FN_P5_BNA,Berm,5/8/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.06,-8.0861,4.65,2.9,97,0,0.569,0.847,-0.023,1.007,0.747,,
116,2583,FN_P5_E,Landslide,5/8/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0603,-8.0859,6.34,3,85.6,11.4,1.328,1.608,0.239,2.088,1.247,,
117,2582,FN_P7_FP,Beach face,5/8/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0602,-8.0873,2.83,0,100,0,0.949,0.461,0.093,1.238,0.747,,
118,2581,FN_P7_BA,Berm,5/8/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0603,-8.0872,3.94,0.3,99.7,0,0.522,0.616,0.229,1.104,0.247,,
119,2580,FN_P7_BNA,Berm,5/8/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0604,-8.0871,4.45,1.8,98.2,0,0.659,0.786,-0.003,1.009,0.747,,
120,2579,FN_P7_E,Landslide,5/8/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0607,-8.0868,5.9,2,93.1,5,0.543,1.173,0.298,1.497,0.247,,
121,2385,GL_I_PW_AP,Upper Beach,7/15/2010,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0784,-8.3125,2.7,0,100,0,0.651,0.503,0.133,1.261,0.747,,
122,2386,GL_I_PW_FP,Beach face,7/15/2010,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0783,-8.3126,1.21,0,100,0,0.853,0.393,0.2,1.474,0.747,,
123,2387,GL_I_PE_AP,Upper Beach,7/15/2010,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0784,-8.3124,3.33,8.3,91.7,0,-0.018,0.688,-0.174,1.146,0.247,,
124,2388,GL_I_PE_FP,Beach face,7/15/2010,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0782,-8.3125,1.18,0,100,0,0.456,0.349,-0.026,0.834,0.247,,
125,2398,GL_I_A1,Cliff face,7/15/2010,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0783,-8.3123,3.4,0,90,10,2.712,0.882,0.405,2.459,2.737,,
126,2399,GL_I_A2,Cliff face,7/15/2010,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0784,-8.3125,2.95,0.3,73,26.7,3.712,1.794,0.343,1.648,3.237,,
127,2400,GL_I_D1,Deposit,7/15/2010,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0785,-8.3126,3.82,0,78.5,21.5,3.596,1.296,0.64,2.444,3.237,,
128,2401,GL_I_D2,Deposit,7/15/2010,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0784,-8.3125,2.98,0.4,87.7,11.9,2.323,1.453,0.16,1.631,2.237,,
129,2402,GL2_A,Cliff face,7/15/2010,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0777,-8.3123,-0.65,0,36.7,63.3,4.912,1.96,-0.015,0.882,3.731,,
130,2403,GL2_B,Cliff face,7/15/2010,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0777,-8.3123,-0.54,0.3,49,50.7,4.037,2.513,-0.04,0.813,3.237,,
131,2404,GL2_C,Cliff face,7/15/2010,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0777,-8.3122,-0.48,9.5,30.3,60.2,3.723,3.208,-0.361,0.694,-1.243,1.747,3.237
132,2405,GL2_BL1,Boulders (fallen cliff),7/15/2010,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0777,-8.3123,-0.36,0.1,66.3,33.6,3.604,2.184,0.251,0.957,2.237,3.237,
133,2406,GL2_BL2,Boulders (fallen cliff),7/15/2010,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0777,-8.3123,-0.35,5,47.8,47.2,3.577,2.882,-0.105,0.773,3.237,0.247,-2.243
134,2407,GL2_BL3,Boulders (fallen cliff),7/15/2010,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0777,-8.3122,-0.05,23.6,32.3,44.2,2.568,3.451,0.024,0.598,-1.243,1.747,-3.243
135,2439,GLI_PW_E,Landslide,1/25/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0784,-8.3125,3.53,0.2,92,7.8,2.258,1.298,-0.031,1.799,2.737,,
136,2440,GLI_PW_Dep,Deposit,1/25/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0785,-8.3125,4.33,0.2,83.7,16.1,2.666,1.584,0.257,2.191,2.737,,
137,2441,GLI_PW_AP,Upper Beach,1/25/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0784,-8.3125,3.22,0,100,0,0.714,0.625,0.263,1.312,0.747,,
138,2442,GLI_PW_FP,Beach face,1/25/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0783,-8.3126,1.39,8.3,91.7,0,0.059,0.799,-0.092,1.391,0.247,,
139,2443,GLI_PE_Dep,Deposit,1/25/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0784,-8.3124,4.48,0.6,88,11.4,2.331,1.433,0.139,1.75,2.237,,
140,2444,GLI_PE_AP,Upper Beach,1/25/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0784,-8.3124,3.29,0,100,0,1.016,0.667,0.074,0.843,0.747,,
141,2445,GLI_PE_FP,Beach face,1/25/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0782,-8.3125,1.19,0.9,99.1,0,0.5,0.638,0.066,1.046,0.247,,
142,2473,GLI_PW_E,Landslide,5/31/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0784,-8.3125,3.36,1.5,87.2,11.3,2.251,1.466,0.109,1.715,2.737,,
143,2474,GLI_PW_Dep,Deposit,5/31/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0784,-8.3125,4.26,0.2,81.7,18.1,2.619,1.835,0.342,1.53,2.237,,
144,2475,GLI_PW_AP/B,Upper Beach_Berm,5/31/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0783,-8.3126,2.53,0.1,99.9,0,0.898,0.728,-0.029,0.851,1.247,0.247,
145,2476,GLI_PW_FP,Beach face,5/31/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0782,-8.3126,0.85,0,100,0,1.467,0.33,0.093,0.745,1.247,,
146,2477,GLI_PE_E,Landslide,5/31/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0784,-8.3124,3.71,0.4,91.3,8.3,2.393,1.219,0.036,1.966,2.737,,
147,2478,GLI_PE_Dep,Deposit,5/31/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0784,-8.3124,4.61,0.2,86.5,13.3,2.665,1.159,0.333,2.685,2.737,,
148,2479,GLI_PE_AP/B,Upper Beach_Berm,5/31/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0783,-8.3124,2.69,0.2,99.8,0,1.196,0.675,-0.079,0.939,1.247,,
149,2480,GLI_PE_FP,Beach face,5/31/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0782,-8.3125,0.9,1.4,98.6,0,0.562,0.631,-0.027,1.078,0.747,,
150,2481,GLI_PW_Dep,Deposit,10/30/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0784,-8.3125,3.55,0.8,81.3,17.9,2.663,1.864,0.225,1.643,2.737,,
151,2482,GLI_PW_FPA,Upper Beach face,10/30/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0784,-8.3126,2.75,0,100,0,1.09,0.564,-0.054,0.984,1.247,,
152,2483,GLI_PW_FP,Beach face,10/30/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0782,-8.3126,0.75,0.8,99.2,0,0.748,0.771,0.008,0.842,0.247,,
153,2485,GLI_PE_FPA,Upper Beach face,10/30/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0784,-8.3124,3.46,0.6,99.4,0,1.061,0.64,-0.115,1.03,1.247,,
154,2484,GLI_PE_FP,Beach face,10/30/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0782,-8.3125,0.7,0.1,99.9,0,0.864,0.585,-0.022,0.976,0.747,,
155,2526,GLI_PW_Dep,Deposit,11/27/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0784,-8.3125,3.41,0.3,78.5,21.3,2.929,1.965,0.295,1.592,2.737,,
156,2527,GLI_PW_FPA,Upper Beach face,11/27/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0784,-8.3126,2.28,0,100,0,0.897,0.48,0.081,1.08,0.747,,
157,2528,GLI_PW_FP,Beach face,11/27/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0782,-8.3126,0.7,0.4,99.6,0,0.875,0.609,-0.178,1.08,1.247,1.247,
158,2529,GLI_PE_FPA,Upper Beach face,11/27/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0783,-8.3124,3.06,0.6,99.4,0,0.792,0.662,-0.078,1.012,0.747,,
159,2530,GLI_PE_FP,Beach face,11/27/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0782,-8.3125,0.92,0.1,99.9,0,0.785,0.456,-0.042,1.047,0.747,,
160,2569,GLI_PW_BArriba,Cliff toe,1/20/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0784,-8.3126,2.82,0,99.9,0.1,0.905,0.644,0.196,1.301,0.747,,
161,2570,GLI_PW_Dep,Deposit,1/20/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0784,-8.3125,3.43,0.6,79.4,20,2.831,1.962,0.244,1.655,2.737,,
162,2571,GLI_PW_FPA,Upper Beach face,1/20/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0784,-8.3126,1.92,0.1,99.9,0,0.952,0.443,-0.156,0.958,1.247,,
163,2572,GLI_PW_FP,Beach face,1/20/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0782,-8.3126,0.73,0.5,99.5,0,0.727,0.604,-0.12,0.94,0.747,,
164,2573,GLI_PE_BArriba,Cliff toe,1/20/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0784,-8.3124,3.67,3,96.9,0.1,0.643,0.743,-0.064,1.172,0.747,,
165,2574,GLI_PE_Dep,Deposit,1/20/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0784,-8.3124,4.28,0.8,89.9,9.3,2.372,1.238,0.029,2.037,2.737,,
166,2575,GLI_PE_FPA,Upper Beach face,1/20/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0783,-8.3124,2.65,0.5,99.5,0,0.559,0.52,-0.133,1.028,0.747,,
167,2576,GLI_PE_FP,Beach face,1/20/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0782,-8.3125,0.99,0,100,0,0.933,0.372,-0.021,0.91,0.747,,
168,2577,GLII_W,Beach,1/22/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0779,-8.3122,0.23,0.9,99.1,0,0.267,0.481,-0.03,1,0.247,,
169,2578,GLII_E,Beach,1/22/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0778,-8.3122,0.12,0.5,99.5,0,0.276,0.467,-0.02,1.007,0.247,,
170,2595,GLI_PW_BArriba,Cliff toe,5/9/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0784,-8.3125,2.87,0.2,99.6,0.2,0.93,0.693,0.241,1.422,0.747,,
171,2596,GLI_PW_Dep,Deposit,5/9/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0784,-8.3125,3.14,0.6,82.7,16.7,2.479,1.833,0.198,1.525,2.737,1.247,
172,2597,GLI_PW_FPA,Upper Beach face,5/9/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0784,-8.3126,2.3,0,100,0,0.678,0.481,-0.095,1.105,0.747,,
173,2598,GLI_PW_FP,Beach face,5/9/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0782,-8.3126,0.7,10.1,89.9,0,0.274,0.974,-0.082,0.887,1.247,-0.243,
174,2599,GLI_PE_BArriba,Cliff toe,5/9/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0784,-8.3124,3.8,0.5,99.5,0,0.63,0.575,-0.042,0.982,0.747,,
175,2600,GLI_PE_Dep,Deposit,5/9/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0784,-8.3123,3.87,1.1,94.3,4.6,1.068,1.325,0.344,0.759,0.247,2.737,
176,2601,GLI_PE_FPA,Upper Beach face,5/9/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0783,-8.3124,2.41,0.8,99.2,0,0.536,0.604,0.009,0.913,0.247,,
177,2602,GLI_PE_FP,Beach face,5/9/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0782,-8.3125,0.75,0.3,99.7,0,0.531,0.546,0.041,0.966,0.247,,
178,2381,OA_PW_AP1,Upper Beach,7/26/2010,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0887,-8.1942,1.91,0.1,99.9,0,1.136,0.569,-0.151,1.134,1.247,,
179,2382,OA_PW_FP,Beach face,7/26/2010,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0886,-8.1942,0.71,0.1,99.9,0,,0.573,-0.19,1.075,1.247,,
180,2383,OA_PE_AP1,Upper Beach,7/26/2010,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0886,-8.194,0.56,0.8,99.2,0,0.306,0.645,0.052,0.918,0.247,,
181,2384,OA_PE_FP,Beach face,7/26/2010,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0886,-8.194,0.56,0.5,99.5,0,0.736,0.717,-0.063,0.917,1.247,,
182,2389,OA_A,Cliff face,7/15/2010,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0887,-8.1942,1.93,19.2,53.5,27.3,2.057,3.068,0.204,0.737,-1.243,2.237,
183,2390,OA_B,Cliff face,7/15/2010,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0887,-8.1942,2.27,4,72.2,23.9,2.533,2.591,0.111,1.03,2.737,-0.243,
184,2391,OA_C,Cliff face,7/15/2010,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0887,-8.1941,1.81,6,64.1,30,2.886,2.719,0.098,1,2.737,-0.743,
185,2392,OA_D1,Cliff face,7/15/2010,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0886,-8.1943,0.5,2.5,76.3,21.2,2.124,2.533,0.284,1.023,2.237,-0.743,
186,2393,OA_D2,Cliff face,7/15/2010,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0886,-8.1943,0.85,0,78.9,21.2,3.19,1.649,0.486,1.797,2.737,,
187,2394,OA_BL 1,Boulders (fallen cliff),7/15/2010,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0886,-8.194,0.44,0.2,81.2,18.7,2.995,1.683,0.286,2.009,2.737,,
188,2395,OA_BL 2,Boulders (fallen cliff),7/15/2010,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0886,-8.1941,0.08,7.4,79.9,12.7,1.545,2.088,-0.084,1.192,2.237,-0.743,
189,2396,OA_BL 3,Boulders (fallen cliff),7/15/2010,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0886,-8.1941,0.07,7.6,63.7,28.8,2.577,2.858,0.1,0.837,2.737,-0.743,
190,2397,OA_BL 4,Boulders (fallen cliff),7/15/2010,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0886,-8.1942,0.97,24.1,57.8,18.1,1.211,2.755,0.439,0.97,-1.243,2.237,
191,2435,OA_PW_FPA1,Upper Beach face,2/1/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0887,-8.1942,2.02,0.9,99.1,0,0.992,0.544,-0.214,1.158,1.247,,
192,2436,OA_PW_FP,Beach face,2/1/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0886,-8.1942,0.17,2.5,97.5,0,1.611,0.508,-0.064,1.053,1.747,,
193,2437,OA_PE_FPA1,Upper Beach face,2/1/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0886,-8.194,0.72,9.3,90.7,0,0.764,1.246,-0.402,1.266,1.247,,
194,2438,OA_PE_FP,Beach face,2/1/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0886,-8.194,0.13,1.6,98.4,0,1.856,0.555,-0.23,1.072,2.237,-3.243,
195,2457,OA_PW_FPA1,Upper Beach face,5/31/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0887,-8.1942,2.54,0.1,99.9,0,1.494,0.496,-0.134,1.084,1.747,,
196,2458,OA_PW_FP,Beach face,5/31/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0885,-8.1942,0.11,9.8,90.2,0,0.351,1.06,-0.123,1.228,0.247,,
197,2459,OA_PE_FPA1,Upper Beach face,5/31/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0886,-8.194,1,0.3,99.7,0,1.324,0.637,-0.212,1.223,1.747,,
198,2460,OA_PE_FP,Beach face,5/31/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0886,-8.194,0.17,1.9,98.1,0,0.847,0.809,-0.163,1.031,1.247,,
199,2486,OA_PW_FPA1,Upper Beach face,5/31/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0886,-8.1942,0.12,9.6,90.4,0,0.049,0.93,0.158,1.001,-0.243,,
200,2487,OA_PW_FP,Beach face,5/31/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0886,-8.1942,0.12,8.1,91.9,0,0.989,1.248,-0.426,0.822,1.747,-0.743,
201,2488,OA_PE_FPA1,Upper Beach face,5/31/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0886,-8.194,0.7,0.3,99.7,0,1.18,0.792,-0.164,,1.247,,
202,2489,OA_PE_FP,Beach face,5/31/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0886,-8.194,0.12,1.4,98.6,0,0.894,0.877,-0.169,0.98,1.247,,
203,2520,OA_PW_FPA1,Upper Beach face,11/27/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0886,-8.1942,0.04,1.4,98.6,0,0.951,0.793,-0.216,1.112,1.247,,
204,2521,OA_PW_FP,Beach face,11/27/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0886,-8.1942,0.04,0.8,99.2,0,1.619,0.693,-0.206,1.108,1.747,,
205,2522,OA_PW_APL,Beach face,11/27/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0884,-8.1942,-0.8,0,100,0,2.2,0.409,-0.027,1.222,2.237,,
206,2523,OA_PE_FPA1,Upper Beach face,11/27/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0886,-8.194,0.5,0.6,99.4,0,0.746,0.669,-0.113,1.004,0.747,,
207,2524,OA_PE_FP,Beach face,11/27/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0886,-8.194,0.5,11.3,88.7,0,0.546,1.195,-0.239,0.819,1.247,-0.743,
208,2525,OA_PE_APL,Beach face,11/27/2011,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0884,-8.194,-0.84,0.1,99.9,0,1.64,0.495,-0.027,0.987,1.747,,
209,2563,OA_PW_FPA1,Upper Beach face,1/21/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0887,-8.1942,1.49,0.4,99.6,0,1.635,0.672,-0.254,1.105,1.747,,
210,2564,OA_PW_FP,Beach face,1/21/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0886,-8.1942,0.18,0,100,0,2.313,0.396,0.028,1.127,2.237,,
211,2565,OA_PW_APL,Beach face,1/21/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0884,-8.1942,-0.53,0,100,0,2.41,0.383,0.01,0.938,2.237,,
212,2566,OA_PE_FPA1,Upper Beach face,1/21/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0886,-8.194,1.07,0.2,99.8,0,2.008,0.628,-0.286,1.221,2.237,,
213,2567,OA_PE_FP,Beach face,1/21/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0886,-8.194,0.22,0.1,99.9,0,2.361,0.514,-0.245,1.179,2.737,,
214,2568,OA_PE_APL,Beach face,1/21/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0884,-8.194,-0.43,0,100,0,2.54,0.352,-0.199,0.835,2.737,,
215,2591,OA_PW_FP1,Beach face,5/8/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0886,-8.1942,0.62,2.3,97.7,0,0.738,0.745,-0.216,1.065,1.247,,
216,2592,OA_PW_APL,Beach face,5/8/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0884,-8.1942,-1,0,99.9,0.1,1.76,0.51,0.133,1.169,1.747,,
217,2593,OA_PE_FP1,Beach face,5/8/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0886,-8.194,0.69,1.1,98.9,0,1.1,0.705,-0.252,1.113,1.247,,
218,2594,OA_PE_APL,Beach face,5/8/2012,Graduation_EvolutionDynamicsCliffBeachSystems,Hand-collecting,37.0884,-8.194,-0.91,0,100,0,1.521,0.39,0,0.908,1.747,,
