Sid,Sur,Yr,Sea,Tran,Lat,Lon,Dep,Ele,Type,eMean,gMean,gMed
392,N,,,60,34.40283,-119.85385,10,O,E,0.1133,,
393,N,,,60,34.39911,-119.85398,20,O,E,0.0995,,
394,N,,,61,34.40396,-119.84391,5,O,N,,,
395,N,,,61,34.40229,-119.84354,10,O,E,0.1585,,
396,N,,,61,34.40013,-119.84263,20,O,E,0.0847,,
397,N,,,61,34.40558,-119.84166,5,O,E,0.1254,,
398,N,,,61,34.40385,-119.83896,10,O,E,0.0967,,
399,N,,,61,34.40251,-119.83426,20,O,E,0.0853,,
400,N,,,62,34.41421,-119.83186,5,O,E,0.0884,,
401,N,,,62,34.40793,-119.82951,10,O,E,0.0878,,
402,N,,,62,34.40402,-119.82646,20,O,E,0.08,,
403,N,,,63,34.41479,-119.823,5,O,E,0.08,,
404,N,,,63,34.40991,-119.82132,10,O,E,0.0941,,
405,N,,,63,34.4032,-119.81884,20,O,E,0.1071,,
406,N,,,64,34.4153,-119.8114,5,O,N,,,
407,N,,,64,34.4109,-119.81084,10,O,E,0.0785,,
408,N,,,64,34.40315,-119.80963,20,O,E,0.1201,,
409,N,,,65,34.41438,-119.8056,5,O,E,0.323,,
410,N,,,65,34.41117,-119.8045,10,O,E,0.0892,,
411,N,,,65,34.40393,-119.8015,20,O,E,0.1034,,
412,N,,,66,34.41615,-119.7911,5,O,E,0.1609,,
413,N,,,66,34.41032,-119.79178,10,O,E,0.0826,,
414,N,,,66,34.40419,-119.79117,20,O,E,0.0763,,
415,N,,,67,34.41322,-119.7799,5,O,E,0.1326,,
416,N,,,67,34.40967,-119.7808,10,O,E,0.0874,,
417,N,,,67,34.40272,-119.78272,20,O,E,0.0788,,
418,N,,,68,34.40949,-119.77114,5,O,E,0.2873,,
419,N,,,68,34.40688,-119.7719,10,O,E,0.0799,,
420,N,,,68,34.40076,-119.77375,20,O,E,0.0838,,
421,N,,,69,34.40509,-119.75935,5,O,E,0.1948,,
422,N,,,69,34.40347,-119.75908,10,O,E,0.1036,,
423,N,,,69,34.39843,-119.7601,20,O,E,0.0771,,
424,N,,,70,34.4015,-119.74815,5,O,E,0.1992,,
425,N,,,70,34.39997,-119.7479,10,O,E,0.0834,,
426,N,,,70,34.39643,-119.74922,20,O,E,0.0842,,
427,N,,,71,34.3986,-119.73775,5,O,E,0.1793,,
428,N,,,71,34.39693,-119.73785,10,O,E,0.1038,,
429,N,,,71,34.39208,-119.73787,20,O,E,0.0862,,
430,N,,,72,34.39471,-119.72937,5,O,E,0.1911,,
431,N,,,72,34.39332,-119.72954,10,O,E,0.1877,,
432,N,,,72,34.39064,-119.72942,20,O,E,0.101,,
433,N,,,73,34.39419,-119.71545,5,O,E,0.1369,,
434,N,,,73,34.39215,-119.71718,10,O,E,0.0774,,
435,N,,,73,34.38813,-119.7183,20,O,E,0.0786,,
436,N,,,74,34.39453,-119.7035,5,O,E,0.1006,,
437,N,,,74,34.39208,-119.70347,10,O,E,0.0892,,
438,N,,,74,34.38853,-119.70266,20,O,E,0.0831,,
439,N,,,75,34.401,-119.69508,5,O,E,0.1026,,
440,N,,,75,34.39877,-119.69377,10,O,N,,,
441,N,,,75,34.39094,-119.69092,20,O,E,0.0945,,
442,N,,,76,34.40715,-119.68652,5,O,E,0.0798,,
443,N,,,76,34.40494,-119.68497,10,O,E,0.1345,,
444,N,,,76,34.39619,-119.67858,20,O,E,0.0911,,
445,N,,,77,34.41309,-119.67938,5,O,E,0.0839,,
446,N,,,77,34.40884,-119.67701,10,O,E,0.081,,
447,N,,,77,34.39698,-119.67348,20,O,E,0.0977,,
448,N,,,78,34.4147,-119.66949,5,O,E,0.0796,,
449,N,,,78,34.41147,-119.66923,10,O,E,0.0844,,
450,N,,,78,34.4023,-119.66617,20,O,E,0.0837,,
451,N,,,79,34.41617,-119.65914,5,O,E,0.1294,,
452,N,,,79,34.41265,-119.65849,10,O,E,0.082,,
453,N,,,79,34.40484,-119.65705,20,O,E,0.085,,
454,N,,,80,34.41609,-119.64765,5,O,E,0.1191,,
455,N,,,80,34.41315,-119.64745,10,O,E,0.0778,,
456,N,,,80,34.40413,-119.64771,20,O,E,0.0808,,
457,N,,,81,34.4156,-119.63471,5,O,E,0.0982,,
458,N,,,81,34.41165,-119.63394,10,O,E,0.0819,,
459,N,,,81,34.40376,-119.63219,20,O,E,0.0858,,
460,N,,,82,34.41746,-119.62565,5,O,E,0.095,,
461,N,,,82,34.41233,-119.62532,10,O,E,0.0812,,
462,N,,,82,34.40395,-119.62468,20,O,E,0.0827,,
463,N,,,83,34.41941,-119.61497,5,O,E,0.0739,,
464,N,,,83,34.4119,-119.6152,10,O,E,0.0758,,
465,N,,,83,34.40506,-119.61541,20,O,E,0.0887,,
466,N,,,84,34.41801,-119.60471,5,O,E,0.1041,,
467,N,,,84,34.41244,-119.60489,10,O,E,0.0792,,
468,N,,,84,34.40612,-119.60461,20,O,E,0.0859,,
469,N,,,85,34.41687,-119.59302,5,O,E,0.1639,,
470,N,,,85,34.41107,-119.59372,10,O,E,0.0807,,
471,N,,,85,34.40384,-119.59501,20,O,E,0.0845,,
472,N,,,86,34.41262,-119.58218,5,O,E,0.2155,,
473,N,,,86,34.40918,-119.5824,10,O,E,0.0973,,
474,N,,,86,34.39891,-119.58423,20,O,E,0.0853,,
475,N,,,87,34.41158,-119.57075,5,O,E,0.2572,,
476,N,,,87,34.40666,-119.57071,10,O,E,0.077,,
477,N,,,87,34.39101,-119.57206,20,O,E,0.0799,,
478,N,,,88,34.41249,-119.56021,5,O,E,0.1132,,
479,N,,,88,34.40296,-119.56419,10,O,E,0.0765,,
480,N,,,89,34.40703,-119.55243,5,O,E,0.1603,,
481,N,,,89,34.39866,-119.5553,10,O,E,0.0782,,
482,N,,,90,34.40017,-119.54424,5,O,E,0.1529,,
483,N,,,90,34.39444,-119.54879,10,O,E,0.0776,,
484,N,,,90,34.38611,-119.55487,20,O,E,0.0838,,
485,N,,,91,34.39448,-119.53752,5,O,N,,,
486,N,,,91,34.38983,-119.53939,10,O,E,0.2369,,
487,N,,,91,34.38509,-119.54178,20,O,E,0.0931,,
488,N,,,92,34.39173,-119.52545,5,O,E,0.1677,,
489,N,,,92,34.38919,-119.52642,10,O,E,0.0792,,
490,N,,,92,34.3824,-119.53041,20,O,E,0.0785,,
491,N,,,93,34.3864,-119.51609,5,O,E,0.1185,,
492,N,,,93,34.38471,-119.51622,10,O,E,0.0801,,
493,N,,,93,34.37984,-119.51799,20,O,E,0.08,,
494,N,,,94,34.38782,-119.53154,0,O,E,0.0921,,
495,N,,,94,34.38356,-119.5027,5,O,E,0.1966,,
496,N,,,94,34.38192,-119.50315,10,O,E,0.0913,,
497,N,,,94,34.37602,-119.50529,20,O,E,0.0865,,
498,N,,,95,34.38229,-119.49526,5,O,B,0.1821,0.1757,0.172
499,N,,,95,34.38051,-119.49545,10,O,B,0.091,0.1016,0.1019
500,N,,,95,34.37493,-119.4974,20,O,E,0.0894,,
501,N,,,96,34.37866,-119.48504,5,O,E,0.1617,,
502,N,,,96,34.37612,-119.48598,10,O,E,0.0822,,
503,N,,,96,34.3676,-119.48848,20,O,E,0.084,,
504,N,,,97,34.37132,-119.47901,5,O,E,0.1882,,
505,N,,,97,34.36919,-119.47908,10,O,N,,,
506,N,,,97,34.3599,-119.4798,20,O,E,0.1416,,
507,N,,,98,34.37368,-119.46481,5,O,E,0.1255,,
508,N,,,98,34.36831,-119.4661,10,O,E,0.0843,,
509,N,,,98,34.35455,-119.47138,20,O,E,0.0831,,
510,N,,,99,34.3679,-119.45646,5,O,E,0.2092,,
511,N,,,99,34.36336,-119.4579,10,O,E,0.0773,,
512,N,,,99,34.3494,-119.4621,20,O,E,0.0843,,
513,N,,,100,34.36129,-119.44969,5,O,E,0.1694,,
514,N,,,100,34.35783,-119.45164,10,O,E,0.0814,,
515,N,,,100,34.34686,-119.45681,20,O,E,0.0816,,
516,N,,,101,34.3541,-119.4413,5,O,E,0.1312,,
517,N,,,101,34.34921,-119.44208,10,O,E,0.1418,,
518,N,,,101,34.33863,-119.44406,20,O,E,0.0824,,
519,N,,,102,34.35253,-119.43149,5,O,E,0.1391,,
520,N,,,102,34.34283,-119.43268,10,O,E,0.1796,,
521,N,,,102,34.33299,-119.4355,20,O,E,0.0848,,
522,N,,,103,34.34589,-119.42494,5,O,E,0.1796,,
523,N,,,103,34.34053,-119.42804,10,O,E,0.0814,,
524,N,,,103,34.33121,-119.43208,20,O,E,0.0864,,
525,N,,,104,34.33865,-119.41552,5,O,E,0.1346,,
526,N,,,104,34.33332,-119.41819,10,O,E,0.0809,,
527,N,,,104,34.32602,-119.42303,20,O,E,0.0837,,
528,N,,,105,34.33436,-119.40893,5,O,N,,,
529,N,,,105,34.3303,-119.4128,10,O,E,0.0829,,
530,N,,,105,34.32327,-119.42036,20,O,E,0.0849,,
531,N,,,106,34.32825,-119.40043,5,O,E,0.1547,,
532,N,,,106,34.32507,-119.40527,10,O,E,0.0893,,
533,N,,,106,34.31903,-119.41405,20,O,E,0.0867,,
534,N,,,107,34.32149,-119.39519,5,O,E,0.1853,,
535,N,,,107,34.31957,-119.39851,10,O,E,0.0901,,
536,N,,,107,34.3153,-119.40863,20,O,E,0.087,,
537,N,,,108,34.31796,-119.39364,5,O,E,0.1893,,
538,N,,,108,34.31642,-119.39356,10,O,E,0.0872,,
539,N,,,108,34.31145,-119.40107,20,O,E,0.0823,,
540,N,,,109,34.31812,-119.37469,5,O,E,0.1258,,
541,N,,,109,34.31111,-119.3822,10,O,E,0.0826,,
542,N,,,109,34.30515,-119.38851,20,O,E,0.0802,,
543,N,,,110,34.31313,-119.36549,5,O,E,0.0986,,
544,N,,,110,34.30539,-119.37329,10,O,E,0.0823,,
545,N,,,110,34.29909,-119.37867,20,O,E,0.0858,,
546,N,,,111,34.3063,-119.35785,5,O,E,0.1644,,
547,N,,,111,34.30048,-119.36491,10,O,E,0.0839,,
548,N,,,111,34.2948,-119.37063,20,O,E,0.0859,,
549,N,,,112,34.30108,-119.34783,5,O,E,0.119,,
550,N,,,112,34.29605,-119.35422,10,O,E,0.0879,,
551,N,,,112,34.2886,-119.36095,20,O,E,0.0843,,
552,N,,,113,34.29288,-119.34222,5,O,E,0.1523,,
554,N,,,113,34.28057,-119.35002,20,O,E,0.0884,,
555,N,,,114,34.28642,-119.33309,5,O,E,0.1602,,
556,N,,,114,34.28381,-119.33501,10,O,E,0.0884,,
557,N,,,114,34.27498,-119.34156,20,O,E,0.0933,,
558,N,,,115,34.28362,-119.32492,5,O,E,0.1392,,
559,N,,,115,34.28039,-119.32762,10,O,E,0.0882,,
560,N,,,115,34.26805,-119.33164,20,O,E,0.0913,,
561,N,,,116,34.27568,-119.31502,5,O,E,0.1882,,
562,N,,,116,34.27371,-119.31669,10,O,E,0.0918,,
563,N,,,116,34.26243,-119.32067,20,O,E,0.0883,,
565,N,,,117,34.26727,-119.304,10,O,E,0.1084,,
566,N,,,117,34.25649,-119.31068,20,O,E,0.107,,
567,N,,,118,34.27358,-119.29296,5,O,E,0.1024,,
568,N,,,118,34.26755,-119.29521,10,O,E,0.0934,,
569,N,,,119,34.2691,-119.28376,5,O,E,0.1416,,
570,N,,,119,34.26582,-119.287,10,O,E,0.1068,,
571,N,,,120,34.26291,-119.27815,5,O,E,0.1719,,
572,N,,,120,34.26162,-119.28048,10,O,E,0.1089,,
573,N,,,120,34.24662,-119.31031,20,O,E,0.097,,
574,N,,,121,34.25528,-119.27273,5,O,E,0.1726,,
575,N,,,121,34.25481,-119.27548,10,O,E,0.0972,,
576,N,,,122,34.244,-119.26965,5,O,E,0.1522,,
577,N,,,122,34.2435,-119.27483,10,O,E,0.1059,,
578,N,,,123,34.23793,-119.26933,5,O,E,0.1513,,
579,N,,,123,34.23674,-119.27674,10,O,E,0.096,,
580,N,,,123,34.23672,-119.30961,20,O,E,0.0904,,
581,N,,,124,34.22757,-119.26802,5,O,B,0.2153,0.178,0.1835
582,N,,,124,34.2263,-119.2779,10,O,B,0.0919,0.0714,0.0698
583,N,,,124,34.22643,-119.31075,20,O,E,0.0856,,
584,N,,,125,34.21879,-119.26409,5,O,E,0.1247,,
585,N,,,125,34.21685,-119.26908,10,O,E,0.1081,,
586,N,,,0,34.21685,-119.31299,20,O,E,0.0854,,
587,N,,,0,34.20727,-119.31721,20,O,E,0.0956,,
588,N,,,126,34.20963,-119.25885,5,O,E,0.1451,,
589,N,,,126,34.2085,-119.26245,10,O,E,0.0893,,
590,N,,,0,34.19756,-119.31316,20,O,E,0.0825,,
591,N,,,0,34.18941,-119.31254,20,O,E,0.0959,,
592,N,,,127,34.20276,-119.25495,5,O,E,0.1468,,
593,N,,,127,34.2013,-119.25761,10,O,E,0.0975,,
594,N,,,127,34.17906,-119.3127,20,O,E,0.0828,,
595,N,,,128,34.19159,-119.24856,5,O,E,0.1669,,
596,N,,,128,34.19064,-119.2514,10,O,E,0.0995,,
597,N,,,128,34.17043,-119.3062,20,O,E,0.0935,,
598,N,,,129,34.18358,-119.24428,5,O,E,0.11,,
599,N,,,129,34.18251,-119.2472,10,O,E,0.1244,,
600,N,,,129,34.15916,-119.2932,20,O,E,0.0893,,
601,N,,,130,34.17406,-119.2395,5,O,E,0.1345,,
602,N,,,130,34.17283,-119.24206,10,O,E,0.0983,,
603,N,,,130,34.15127,-119.28405,20,O,E,0.0897,,
604,N,,,131,34.16545,-119.23387,5,O,E,0.1207,,
605,N,,,131,34.16328,-119.23728,10,O,E,0.0852,,
606,N,,,131,34.1428,-119.27635,20,O,E,0.0852,,
607,N,,,132,34.15642,-119.22696,5,O,E,0.2197,,
608,N,,,132,34.15474,-119.23411,10,O,E,0.0972,,
609,N,,,132,34.14279,-119.25962,20,O,E,0.0902,,
610,N,,,133,34.15066,-119.2211,5,O,B,0.1816,0.2832,0.281
611,N,,,133,34.14647,-119.22272,10,O,B,0.0833,0.0891,0.0865
612,N,,,133,34.14032,-119.24239,20,O,E,0.094,,
613,N,,,134,34.14265,-119.21033,5,O,E,0.1576,,
614,N,,,134,34.14014,-119.21207,10,O,E,0.1076,,
615,N,,,134,34.13533,-119.21512,20,O,E,0.0876,,
616,N,,,135,34.1409,-119.19742,5,O,E,0.181,,
617,N,,,135,34.13811,-119.19972,10,O,E,0.0926,,
618,N,,,135,34.12229,-119.21182,20,O,E,0.0801,,
619,N,,,136,34.13673,-119.18991,5,O,E,0.1128,,
620,N,,,136,34.1344,-119.19194,10,O,E,0.0984,,
621,N,,,136,34.11967,-119.2019,20,O,E,0.1032,,
622,N,,,138,34.12662,-119.17368,5,O,E,0.1363,,
623,N,,,138,34.12486,-119.17605,10,O,E,0.0845,,
624,N,,,138,34.11166,-119.18854,20,O,E,0.0841,,
625,N,,,140,34.1143,-119.15566,5,O,E,0.1215,,
626,N,,,140,34.11076,-119.15742,10,O,E,0.0816,,
627,N,,,140,34.10024,-119.16669,20,O,E,0.0895,,
628,N,,,142,34.10209,-119.13545,5,O,E,0.1186,,
629,N,,,142,34.09944,-119.13888,10,O,E,0.0749,,
630,N,,,142,34.09235,-119.14134,20,O,E,0.0873,,
631,N,,,144,34.09478,-119.11601,5,O,E,0.1408,,
632,N,,,144,34.09185,-119.11488,10,O,E,0.1002,,
633,N,,,144,34.08747,-119.11489,20,O,E,0.0841,,
634,N,,,146,34.09816,-119.0951,10,O,E,0.1061,,
635,N,,,146,34.09458,-119.0945,20,O,E,0.0858,,
636,N,,,148,34.09084,-119.07241,5,O,B,0.1204,0.0704,0.0677
637,N,,,148,34.0887,-119.07476,10,O,E,0.0891,,
638,N,,,148,34.08572,-119.07931,20,O,E,0.0857,,
639,N,,,149,34.08558,-119.06645,10,O,E,0.1065,,
640,N,,,150,34.08492,-119.06128,5,O,E,0.3007,,
641,N,,,150,34.08414,-119.06253,10,O,E,0.1402,,
642,N,,,150,34.07773,-119.0645,20,O,E,0.1174,,
643,S,6,W,,34.39625,-119.53569,,MB,E,0.2566,,
644,S,6,W,,34.39619,-119.53447,,MB,E,0.2719,,
645,S,6,W,,34.39606,-119.53339,,MB,E,0.238,,
646,S,6,W,,34.39578,-119.53158,,MB,E,0.2707,,
647,S,6,W,,34.39544,-119.53031,,MB,E,0.2987,,
648,S,6,W,,34.39522,-119.52889,,MB,E,0.2062,,
649,S,6,W,,34.39383,-119.52589,,MB,E,0.2333,,
650,S,6,W,,34.39267,-119.52386,,MB,E,0.3604,,
651,S,6,W,,34.38997,-119.51975,,MB,E,0.3914,,
652,S,6,W,,34.39631,-119.53569,,BB,E,0.2621,,
653,S,6,W,,34.39628,-119.53447,,BB,E,0.2497,,
654,S,6,W,,34.39619,-119.53333,,BB,E,0.2708,,
655,S,6,W,,34.39589,-119.53156,,BB,E,0.2426,,
656,S,6,W,,34.39558,-119.53025,,BB,E,0.2501,,
657,S,6,W,,34.39542,-119.52883,,BB,E,0.1861,,
658,S,6,W,,34.39397,-119.52578,,BB,B,0.2354,0.2513,0.2476
659,S,6,W,,34.39289,-119.52375,,BB,E,0.2569,,
660,S,6,W,,34.39014,-119.51958,,BB,E,0.3286,,
661,S,6,W,,34.41722,-119.82614,,MB,E,0.1604,,
662,S,6,W,,34.41683,-119.82733,,MB,E,0.3484,,
663,S,6,W,,34.41675,-119.82842,,MB,E,0.1707,,
664,S,6,W,,34.41658,-119.83172,,MB,B,0.275,0.2546,0.2504
665,S,6,W,,34.41586,-119.83494,,MB,E,0.233,,
666,S,6,W,,34.408,-119.87956,,MB,E,0.2654,,
667,S,6,W,,34.41672,-119.88753,,MB,E,0.3078,,
668,S,6,W,,34.41931,-119.89083,,MB,B,0.2735,0.3136,0.312
669,S,6,W,,34.40708,-119.87817,,MB,E,0.2148,,
670,S,6,W,,34.41611,-119.83503,,BB,E,0.3119,,
671,S,6,W,,34.40808,-119.87936,,BB,E,0.1925,,
672,S,6,W,,34.41683,-119.88736,,BB,E,0.2308,,
673,S,6,W,,34.24492,-119.26753,,MB,B,0.4496,0.5085,0.48
674,S,6,W,,34.27508,-119.30972,,MB,E,0.6326,,
675,S,6,W,,34.27544,-119.29169,,MB,E,0.4167,,
676,S,6,W,,34.24517,-119.267,,BB,B,0.7008,0.4537,0.4595
677,S,6,W,,34.27567,-119.29158,,BB,E,0.3553,,
678,K,,,14,34.08825,-119.06479,,MB,E,1.0332,,
679,K,,,24,34.47085,-120.22627,,MB,E,0.3543,,
680,K,,,24,34.47107,-120.22728,,MB,E,0.2936,,
681,K,,,38,34.4628,-120.07163,,MB,E,0.2572,,
682,K,,,39,34.46254,-120.06665,,MB,E,0.2994,,
683,K,,,42,34.46091,-120.02942,,MB,E,0.2802,,
684,K,,,57,34.40806,-119.87963,,MB,E,0.2274,,
685,K,,,58,34.40932,-119.8698,,MB,E,0.3888,,
686,K,,,60,34.40758,-119.8508,,MB,E,0.3989,,
687,K,,,62,34.41597,-119.83446,,MB,E,0.2208,,
688,K,,,70,34.40368,-119.74709,,MB,E,0.1738,,
689,K,,,75,34.40271,-119.69506,,MB,E,0.1656,,
690,K,,,75,34.40266,-119.69557,,MB,E,0.2971,,
691,K,,,76,34.4106,-119.68976,,MB,E,0.1426,,
692,K,,,76,34.41031,-119.68925,,MB,E,0.1913,,
693,K,,,77,34.41457,-119.6803,,MB,E,0.2058,,
694,K,,,77,34.41444,-119.68027,,MB,E,0.3062,,
695,K,,,78,34.4161,-119.66998,,MB,E,0.2747,,
696,K,,,79,34.41709,-119.65842,,MB,E,0.2454,,
697,K,,,80,34.41737,-119.64716,,MB,E,0.2325,,
698,K,,,80,34.41732,-119.64719,,MB,E,0.2529,,
699,K,,,81,34.41637,-119.63601,,MB,E,0.2136,,
700,K,,,82,34.41894,-119.62495,,MB,E,0.2919,,
701,K,,,84,34.41979,-119.6028,,MB,E,0.2275,,
702,K,,,84,34.41972,-119.6028,,MB,E,0.3763,,
703,K,,,88,34.41313,-119.55877,,MB,E,0.2433,,
704,K,,,89,34.40808,-119.55132,,MB,E,0.17,,
705,K,,,91,34.39532,-119.52947,,MB,E,0.1817,,
706,K,,,92,34.39292,-119.52429,,MB,E,0.2515,,
707,K,,,93,34.38753,-119.51421,,MB,E,0.2075,,
708,K,,,96,34.37732,-119.48138,,MB,E,0.2742,,
709,K,,,99,34.37043,-119.45616,,MB,E,0.2523,,
710,K,,,100,34.36274,-119.44868,,MB,E,0.2534,,
711,K,,,102,34.35328,-119.42893,,MB,E,0.2261,,
712,K,,,106,34.32861,-119.39872,,MB,E,0.404,,
713,K,,,107,34.31955,-119.39153,,MB,E,0.365,,
714,K,,,108,34.32114,-119.37671,,MB,E,0.425,,
715,K,,,111,34.3084,-119.35425,,MB,E,0.2417,,
716,K,,,112,34.30221,-119.34685,,MB,E,0.2388,,
717,K,,,117,34.2733,-119.30478,,MB,E,0.4241,,
718,K,,,119,34.27318,-119.28651,,MB,E,0.3259,,
719,K,,,120,34.26368,-119.27558,,MB,E,0.3847,,
720,K,,,122,34.25497,-119.27049,,MB,E,0.3588,,
721,K,,,123,34.24519,-119.26758,,MB,E,0.2215,,
722,K,,,123,34.23994,-119.26723,,MB,E,0.2822,,
723,K,,,127,34.19831,-119.2488,,MB,E,0.4163,,
724,K,,,127,34.19818,-119.24924,,MB,E,0.3136,,
725,K,,,128,34.19233,-119.24558,,MB,E,0.3439,,
726,K,,,128,34.19217,-119.24601,,MB,E,0.3767,,
727,K,,,129,34.18349,-119.24112,,MB,E,0.3026,,
728,K,,,129,34.18351,-119.24143,,MB,E,0.6065,,
729,K,,,129,34.18351,-119.24143,,MB,E,0.3918,,
730,K,,,130,34.17648,-119.23728,,MB,E,0.2947,,
731,K,,,130,34.17626,-119.23747,,MB,E,0.3607,,
732,K,,,131,34.16589,-119.23077,,MB,E,0.3413,,
733,K,,,131,34.16573,-119.23128,,MB,E,0.3157,,
734,K,,,132,34.15691,-119.22466,,MB,E,0.2846,,
735,K,,,132,34.15656,-119.2249,,MB,E,0.2705,,
736,K,,,133,34.14801,-119.21641,,MB,E,0.3774,,
737,K,,,133,34.14788,-119.21702,,MB,E,1.1814,,
738,K,,,149,34.08825,-119.06479,,MB,E,0.4737,,
739,K,,,153,34.07558,-119.02254,,MB,E,0.494,,
740,K,,,154,34.06979,-119.0127,,MB,E,0.3952,,
741,K,,,154,34.06979,-119.0127,,MB,E,0.7442,,
742,K,,,160,34.05203,-118.96063,,MB,E,0.3735,,
743,K,,,162,34.04581,-118.93156,,MB,E,0.4517,,
744,K,,,164,34.04265,-118.91623,,MB,E,0.595,,
745,K,,,166,34.03934,-118.893,,MB,E,0.5695,,
746,K,,,167,34.03803,-118.87546,,MB,E,0.3686,,
747,K,,,168,34.03798,-118.87412,,MB,E,0.4876,,
748,K,,,171,34.02811,-118.84082,,MB,E,0.5223,,
749,K,,,172,34.02241,-118.83201,,MB,E,0.4247,,
750,K,,,173,34.01661,-118.82449,,MB,E,0.4812,,
751,K,,,174,34.01279,-118.81941,,MB,E,0.5002,,
752,K,,,175,34.00265,-118.80939,,MB,E,0.6576,,
753,K,,,24,34.47122,-120.22725,,BB,E,0.237,,
754,K,,,57,34.40816,-119.87943,,BB,E,0.2635,,
755,K,,,62,34.41624,-119.83449,,BB,E,0.3271,,
756,K,,,70,34.40375,-119.74709,,BB,E,0.3101,,
757,K,,,75,34.40312,-119.69521,,BB,E,0.347,,
758,K,,,75,34.41359,-119.69559,,BB,E,0.3568,,
759,K,,,76,34.41095,-119.69012,,BB,E,0.386,,
760,K,,,77,34.4148,-119.68035,,BB,E,0.3428,,
761,K,,,78,34.41671,-119.66998,,BB,E,0.4423,,
762,K,,,79,34.41718,-119.65847,,BB,E,0.3105,,
763,K,,,80,34.41745,-119.64715,,BB,E,0.3548,,
764,K,,,81,34.41645,-119.63603,,BB,E,0.3423,,
765,K,,,82,34.4191,-119.62491,,BB,E,0.3329,,
766,K,,,84,34.41996,-119.60266,,BB,E,0.457,,
767,K,,,92,34.39309,-119.5241,,BB,E,0.9926,,
768,K,,,96,34.3774,-119.48125,,BB,E,0.555,,
769,K,,,99,34.37063,-119.45587,,BB,E,0.4051,,
770,K,,,102,34.35342,-119.42882,,BB,E,0.4353,,
771,K,,,106,34.32863,-119.39865,,BB,E,0.2328,,
772,K,,,113,34.29609,-119.34184,,BB,E,0.2294,,
773,K,,,117,34.27352,-119.30477,,BB,E,0.1616,,
774,K,,,119,34.2733,-119.28643,,BB,E,0.2319,,
775,K,,,120,34.26381,-119.27528,,BB,E,0.1547,,
776,K,,,121,34.25517,-119.2703,,BB,E,0.2352,,
777,K,,,122,34.24533,-119.2672,,BB,E,0.123,,
778,K,,,123,34.23952,-119.26615,,BB,E,0.2359,,
779,K,,,127,34.19855,-119.24815,,BB,E,0.3874,,
780,K,,,128,34.19255,-119.24495,,BB,E,0.2014,,
781,K,,,129,34.18362,-119.24032,,BB,E,0.2212,,
782,K,,,130,34.17656,-119.23686,,BB,E,0.2423,,
783,K,,,131,34.16596,-119.23025,,BB,E,0.305,,
784,K,,,133,34.14817,-119.2156,,BB,E,0.2453,,
785,K,,,135,34.14426,-119.19884,,BB,E,0.2493,,
786,K,,,136,34.14032,-119.19058,,BB,E,0.2531,,
787,K,,,149,34.0886,-119.06422,,BB,E,0.2265,,
788,K,,,154,34.06992,-119.01259,,BB,E,0.2741,,
789,K,,,171,34.02829,-118.84056,,BB,E,0.1726,,
